artists,album_name,track_name,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,duration_min,duration_category,popularity_category
Vismay Patel,Lage Nahi Man,Lage Nahi Man,53.0,False,0.622,0.318,6,-16.183,1,0.0268,0.855,0.00102,0.117,0.508,124.938,songwriter,3.1961666666666666,Media,Media
Jasleen Royal,Gully Boy,Jahaan Tu Chala,52.0,False,0.459,0.187,2,-15.631,1,0.0353,0.879,0.00488,0.126,0.379,111.829,songwriter,2.338416666666667,Corta,Media
Stephen Sanchez,LUGNA HITS,Until I Found You,3.0,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,songwriter,2.962,Media,Muy baja
Ashu Shukla,Phir Se Shuru,Phir Se Shuru,49.0,False,0.515,0.145,4,-14.812,1,0.0334,0.91,4.06e-06,0.104,0.302,144.687,songwriter,3.53125,Media,Media
Stephen Sanchez,Fall Aesthetic,Hey Girl,2.0,False,0.389,0.505,6,-7.777,0,0.037,0.538,0.00403,0.216,0.244,121.775,songwriter,3.0984333333333334,Media,Muy baja
Stephen Sanchez,Autumn Vibe,Until I Found You,1.0,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,songwriter,2.962,Media,Muy baja
Maximillian,Still Alive (Deluxe Edition),Beautiful Scars,70.0,False,0.706,0.457,4,-8.667,0,0.0597,0.369,0.0,0.106,0.427,144.962,songwriter,3.24595,Media,Alta
Raghav Chaitanya;Anurag Saikia,"Ek Tukda Dhoop (From ""Thappad"")","Ek Tukda Dhoop (From ""Thappad"")",49.0,False,0.522,0.421,0,-7.976,1,0.0275,0.73,8.16e-05,0.19,0.203,107.926,songwriter,5.430366666666667,Larga,Media
Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,82.0,False,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,songwriter,3.6008833333333334,Media,Muy alta
Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,84.0,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,songwriter,6.5229333333333335,Muy larga,Muy alta
Stephen Sanchez;Em Beihold,Autumn Vibes 2022,Until I Found You - Em Beihold Version,2.0,False,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,songwriter,2.9406666666666665,Media,Muy baja
Ankur Tewari;Prateek Kuhad;Dhruv Bhola;Nikhil Vasudevan,"Dil Beparvah (The Dewarists, Season 5)","Dil Beparvah - The Dewarists, Season 5",54.0,False,0.762,0.391,1,-11.735,1,0.0337,0.867,0.000521,0.112,0.355,137.956,songwriter,4.166666666666667,Larga,Media
Anson Seabra,Peter Pan Was Right,Peter Pan Was Right,72.0,False,0.661,0.517,5,-7.74,1,0.0406,0.223,0.0,0.116,0.241,84.014,songwriter,3.208283333333333,Media,Alta
Stephen Sanchez,Frühstücksmusik Herbst/Winter 2022/2023,Until I Found You,0.0,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,songwriter,2.962,Media,Muy baja
Bryan Adams,Jingle Bell Rock 2022,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,Pop Christmas 2022,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Kate Bush,Planet 80's,Army Dreamers,3.0,False,0.703,0.225,4,-11.366,0,0.0511,0.731,4.59e-06,0.102,0.399,143.248,songwriter,2.9004333333333334,Media,Muy baja
Kate Bush,80's,Babooshka,0.0,False,0.47,0.439,8,-8.892,1,0.0322,0.741,1.64e-05,0.0707,0.287,108.037,songwriter,3.498883333333333,Media,Muy baja
Bryan Adams,All I Want For Christmas Is You,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Kick It,Summer Of '69,0.0,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,songwriter,3.6248833333333335,Media,Muy baja
Bryan Adams,Christmas Dinner 2022,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Kate Bush,OK Boomers - Top Tunes,Wuthering Heights,0.0,False,0.581,0.429,1,-10.007,1,0.0326,0.18,0.00106,0.128,0.504,123.802,songwriter,3.4262166666666665,Media,Muy baja
Kate Bush,Feeling Good - Adult Pop Favorites,The Man with the Child in His Eyes,0.0,False,0.3,0.21,0,-13.589,1,0.031,0.964,0.00323,0.124,0.18,86.038,songwriter,2.6771,Media,Muy baja
John Denver,"Poems, Prayers and Promises","Take Me Home, Country Roads",73.0,False,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,songwriter,3.1693333333333333,Media,Alta
John Mayer,Continuum,Slow Dancing in a Burning Room,74.0,False,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,songwriter,4.033333333333333,Larga,Alta
Sufjan Stevens,Carrie & Lowell,Fourth of July,81.0,False,0.435,0.104,6,-17.493499999999997,0,0.0445,0.973,0.12175,0.119,0.162,120.484,songwriter,4.655266666666667,Larga,Muy alta
Bharat Chauhan,Ghar - Single,Ghar,49.0,False,0.483,0.174,1,-15.192,1,0.0317,0.944,0.0546,0.12,0.0963,155.99,songwriter,5.083333333333333,Larga,Media
Tanmaya Bhatnagar,Kahaani,Kahaani,49.0,False,0.703,0.327,9,-13.647,1,0.0359,0.867,0.12175,0.1,0.274,132.006,songwriter,3.5852166666666667,Media,Media
mehro,SKY ON FIRE,chance with you,71.0,False,0.562,0.494,4,-8.13,0,0.0278,0.864,0.0259,0.153,0.383,144.104,songwriter,3.5919166666666666,Media,Alta
Arijit Anand,Shor,Shor,48.0,False,0.623,0.195,11,-11.463,1,0.0287,0.868,1.71e-06,0.087,0.16,70.005,songwriter,3.783,Media,Media
Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,76.0,False,0.533,0.36,1,-12.633,1,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229,songwriter,6.54575,Muy larga,Alta
Kate Bush,Hounds of Love (2018 Remaster),Running Up That Hill (A Deal With God) - 2018 Remaster,85.0,False,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,songwriter,5.014,Larga,Muy alta
Anson Seabra,Welcome to Wonderland,Welcome to Wonderland,71.0,False,0.703,0.179,4,-10.906,1,0.0366,0.949,0.0,0.102,0.346,97.427,songwriter,3.31885,Media,Alta
Bryan Adams,Christmas Best Hits 2022,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Isak Danielson,Yours,Always,67.0,False,0.691,0.452,11,-8.026,1,0.0472,0.356,0.0,0.308,0.55,112.966,songwriter,3.557516666666667,Media,Alta
Bryan Adams,Christmas Rock 2022,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Weihnachten Playlist,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,Christmas Rock 2022,Joe And Mary,0.0,False,0.639,0.896,9,-4.782,1,0.028,0.053,0.0,0.242,0.966,143.989,songwriter,3.3406666666666665,Media,Muy baja
Bryan Adams,Santa Claus Is Coming To Town,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,All I Want For Christmas Is You,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,Christmas Playlist 2022,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,80s Bangers Vol. 2,Run To You,1.0,False,0.559,0.863,4,-4.704,1,0.0267,0.00229,8.29e-06,0.201,0.646,126.417,songwriter,3.88955,Media,Muy baja
Bryan Adams,Christmas Classics,Merry Christmas,1.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,Weihnachtslieder 2022,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,Rock n Roll Christmas,Joe And Mary,0.0,False,0.639,0.896,9,-4.782,1,0.028,0.053,0.0,0.242,0.966,143.989,songwriter,3.3406666666666665,Media,Muy baja
Bryan Adams,pov: you have a holly jolly christmas,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,90's Music Grandi Successi,(Everything I Do) I Do It For You,2.0,False,0.526,0.365,1,-12.605,1,0.028,0.0775,1.37e-05,0.0618,0.254,131.251,songwriter,6.54575,Muy larga,Muy baja
Bryan Adams,Weihnachten Playlist,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Rockin' Around The Christmas Tree 2022,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,Christmas Best Hits 2022,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Jingle Bell Rock 2022,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Holidays Are Coming,Christmas Time,1.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,World's Best Christmas Playlist,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,Christmas Classics,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Rockin' Around The Christmas Tree 2022,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Weihnachtssongs,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Weihnachten Musik,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Beste Weihnachtslieder,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,World's Best Christmas Playlist,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,All I want For Christmas Is Music,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Christmas Songs 2022,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,Del gusto de mamá,Let's Make A Night To Remember,0.0,False,0.47,0.621,0,-6.763,1,0.0253,0.206,0.000725,0.135,0.396,175.906,songwriter,6.3151,Muy larga,Muy baja
Bryan Adams,Rock Workout 2023,Summer Of '69,1.0,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,songwriter,3.6248833333333335,Media,Muy baja
Bryan Adams,Best Of Karneval,Summer Of '69,0.0,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,songwriter,3.6248833333333335,Media,Muy baja
Bryan Adams,Christmas Songs 2022,Christmas Time,1.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Karneval 2022 100%,Summer Of '69,0.0,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,songwriter,3.6248833333333335,Media,Muy baja
Bryan Adams,Weihnachtslieder 2022,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Christmas Dinner 2022,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Best Christmas Playlist Ever 2022,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,pov: you are walking in a winter wonderland,Merry Christmas,0.0,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,songwriter,2.5231166666666667,Media,Muy baja
Bryan Adams,pov: you are walking in a winter wonderland,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Bryan Adams,Karneval Klassiker,Summer Of '69,0.0,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,songwriter,3.6248833333333335,Media,Muy baja
Bryan Adams,Beste Weihnachtslieder,Christmas Time,0.0,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,songwriter,4.05095,Larga,Muy baja
Sarah Cothran,As the World Caves In,As the World Caves In,76.0,False,0.422,0.25,0,-6.836,1,0.0351,0.441,0.0,0.35,0.246,124.026,songwriter,2.6935333333333333,Media,Alta
Gen Hoshino,Comedy,Comedy,73.0,False,0.676,0.461,1,-6.746,0,0.143,0.0322,1.01e-06,0.358,0.715,87.917,songwriter,3.8444333333333334,Media,Alta
Sufjan Stevens,Mystery of Love,Mystery of Love,71.0,False,0.365,0.273,4,-16.526,0,0.038,0.94,0.12175,0.109,0.238,132.285,songwriter,4.149333333333334,Larga,Alta
Tanmaya Bhatnagar,Kya Tum Naraaz Ho? (Raw),Kya Tum Naraaz Ho? (Raw),46.0,False,0.593,0.112,1,-16.506,1,0.0322,0.924,1.39e-06,0.116,0.296,97.118,songwriter,3.5421666666666667,Media,Media
Rono,Main Aur Tum - Single,Main Aur Tum,46.0,False,0.622,0.114,4,-14.821,1,0.0609,0.908,1e-06,0.136,0.237,155.794,songwriter,3.755733333333333,Media,Media
Taba Chake,Blush,Blush,47.0,False,0.604,0.469,3,-8.314,1,0.0543,0.649,6.26e-05,0.124,0.495,66.383,songwriter,3.316666666666667,Media,Media
Anupam Roy,Pari,Meri Khamoshi Hai,49.0,False,0.535,0.285,4,-14.143,1,0.0307,0.836,0.00572,0.118,0.206,92.033,songwriter,5.308516666666667,Larga,Media
Jasleen Royal,Shivaay,Raatein,48.0,False,0.653,0.401,5,-12.029,1,0.0279,0.893,0.12175,0.109,0.311,129.988,songwriter,3.7645833333333334,Media,Media
Abhilasha Sinha,Jab Tum Miley,Jab Tum Miley,46.0,False,0.39,0.318,9,-11.778,1,0.0304,0.466,0.013,0.0914,0.25,94.942,songwriter,4.10185,Larga,Media
Osho Jain,Khush to Hai Na,Khush to Hai Na,46.0,False,0.807,0.0977,0,-15.128,1,0.0427,0.97,4.16e-05,0.0863,0.462,147.127,songwriter,3.183666666666667,Media,Media
Aidan Bissett,Tripping Over Air,Tripping Over Air,72.0,True,0.622,0.799,11,-4.811,1,0.0342,0.00185,1.08e-06,0.269,0.6,116.985,songwriter,3.0397,Media,Alta
Hozier,Swan Upon Leda,Swan Upon Leda,70.0,False,0.312,0.399,2,-8.506,1,0.0321,0.471,0.12175,0.13,0.144,126.025,songwriter,3.7004333333333332,Media,Alta
Prateek Kuhad,Raat Raazi,Yeh Pal,48.0,False,0.752,0.204,2,-15.955,1,0.0371,0.834,0.102,0.109,0.38,117.997,songwriter,4.128133333333333,Larga,Media
Prateek Kuhad,In Tokens & Charms (Deluxe Edition),Just to Be With You,47.0,False,0.792,0.267,10,-14.205,1,0.056,0.939,0.0331,0.12,0.607,146.033,songwriter,1.3546666666666667,Corta,Media
Maximillian,Ripples,On My Mind,61.0,False,0.758,0.48,5,-6.762,0,0.0601,0.03,0.0,0.491,0.555,98.46,songwriter,2.90355,Media,Alta
Ashu Shukla,Kitna Hai Pyaar,Kitna Hai Pyaar,45.0,False,0.288,0.281,3,-9.876,1,0.029,0.798,0.0,0.0813,0.376,83.211,songwriter,4.392,Larga,Media
Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77.0,False,0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,songwriter,4.056,Larga,Alta
Osho Jain,Wahaan,Khud Se,47.0,False,0.696,0.153,10,-16.133,1,0.0301,0.907,1.09e-06,0.111,0.451,140.077,songwriter,3.14285,Media,Media
Vismay Patel,Badra Bahara,Badra Bahara,46.0,False,0.77,0.273,0,-14.931,1,0.0311,0.497,0.0726,0.121,0.447,100.032,songwriter,2.601783333333333,Media,Media
Anupam Roy,Chotushkone,Boba Tunnel,49.0,False,0.598,0.537,9,-8.281,1,0.0326,0.285,0.0,0.13,0.397,131.955,songwriter,4.125166666666667,Larga,Media
George Ezra,Staying at Tamara's,Shotgun,78.0,False,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,songwriter,3.3547833333333332,Media,Alta
Tom Rosenthal,Z-Sides,Lights Are On,81.0,False,0.44,0.04,3,-16.887,1,0.0322,0.981,0.12175,0.111,0.249,135.965,songwriter,3.22915,Media,Muy alta
Ankur Tewari;The Ghalat Family;Karsh Kale,Side A,Mohobbat Zindabad,47.0,False,0.781,0.602,9,-4.881,1,0.0523,0.225,4.17e-05,0.124,0.554,129.011,songwriter,3.49555,Media,Media
Jasleen Royal,Kesari,Deh Shiva (Female Version),47.0,False,0.378,0.167,9,-10.923,1,0.0329,0.989,0.00617,0.0954,0.306,176.731,songwriter,2.5999833333333333,Media,Media
Ashwin Adwani,Na Tum Jano Na Hum (ReVibe),Na Tum Jano Na Hum (ReVibe),46.0,False,0.611,0.778,9,-4.803,1,0.0326,0.0946,5.04e-06,0.139,0.285,90.024,songwriter,2.2666666666666666,Corta,Media
Jasleen Royal;B Praak;Romy;Anvita Dutt,Ranjha (Reprise),Ranjha - Reprise,49.0,False,0.565,0.291,1,-15.968,1,0.044,0.506,0.0045,0.121,0.195,83.017,songwriter,3.74095,Media,Media
Anupam Roy,Piku,Teri Meri Baatein,49.0,False,0.653,0.554,5,-8.156,1,0.0243,0.157,1.23e-06,0.172,0.455,99.974,songwriter,5.473066666666667,Larga,Media
Jasleen Royal;Neeraj Rajawat,Hichki,Teri Dastaan,48.0,False,0.632,0.266,2,-14.365,1,0.0257,0.96,0.00304,0.114,0.183,79.949,songwriter,3.724833333333333,Media,Media
Amartya Bobo Rahut,Noor-Kasauli,Noor-Kasauli,46.0,False,0.749,0.487,6,-10.473,1,0.0943,0.879,0.000225,0.0999,0.756,85.959,songwriter,2.085383333333333,Corta,Media
Haley Joelle,Memory Lane,Memory Lane,67.0,False,0.488,0.103,1,-12.009,1,0.0522,0.933,0.0,0.107,0.326,120.141,songwriter,2.566666666666667,Media,Alta
Clinton Kane,MAYBE SOMEDAY IT'LL ALL BE OK,I GUESS I'M IN LOVE,67.0,False,0.422,0.345,0,-6.365,1,0.0345,0.879,1.15e-05,0.149,0.224,78.293,songwriter,3.40155,Media,Alta
Anson Seabra,Unloving You,Unloving You,68.0,False,0.765,0.393,6,-9.616,1,0.0311,0.633,0.0,0.142,0.224,121.909,songwriter,2.5643833333333332,Media,Alta
Lauren Spencer Smith,Fingers Crossed,Fingers Crossed,81.0,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,songwriter,2.9224,Media,Muy alta
Clinton Kane,i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,71.0,False,0.535,0.359,2,-9.343,1,0.0607,0.771,0.0,0.111,0.488,154.163,songwriter,3.075083333333333,Media,Alta
Keenan Te,Never Let You Go,Never Let You Go,66.0,False,0.726,0.499,1,-9.056,1,0.0379,0.0921,0.0,0.0717,0.465,114.9,songwriter,3.3739,Media,Alta
Sophie Pecora,Keeping Everything Inside,Keeping Everything Inside,61.0,False,0.561,0.522,6,-7.699,0,0.108,0.613,0.0,0.103,0.43,94.321,songwriter,2.9684166666666667,Media,Alta
Karthik Rao;Shilpa Surroch,Please Find Attached - Season 2 (A Dice Original Series),Haari Main Haari,47.0,False,0.695,0.276,1,-16.612,1,0.0361,0.935,0.00422,0.102,0.398,135.122,songwriter,2.7259166666666665,Media,Media
Lauren Spencer Smith,Autumn Vibes 2022,Fingers Crossed,0.0,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,songwriter,2.9224,Media,Muy baja
Lauren Spencer Smith,Отново на училище,Fingers Crossed,0.0,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,songwriter,2.9224,Media,Muy baja
Lauren Spencer Smith,LUGNA LÅTAR,Fingers Crossed,1.0,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,songwriter,2.9224,Media,Muy baja
Lauren Spencer Smith,Frühstücksmusik Herbst/Winter 2022/2023,Flowers,0.0,True,0.684,0.449,3,-9.738,1,0.1575875,0.869,0.0,0.0881,0.341,66.165,songwriter,2.6228833333333332,Media,Muy baja
Lauren Spencer Smith,LUGNA HITS,Fingers Crossed,1.0,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,songwriter,2.9224,Media,Muy baja
Lauren Spencer Smith,Sad Love Songs 2022,Fingers Crossed,2.0,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,songwriter,2.9224,Media,Muy baja
Annie Lennox,Jingle Bell Rock 2022,Silent Night,0.0,False,0.171,0.124,7,-13.758,1,0.0364,0.781,0.0,0.0929,0.0717,77.914,songwriter,3.7173333333333334,Media,Muy baja
Annie Lennox,Rockin' Around The Christmas Tree 2022,Silent Night,1.0,False,0.171,0.124,7,-13.758,1,0.0364,0.781,0.0,0.0929,0.0717,77.914,songwriter,3.7173333333333334,Media,Muy baja
Annie Lennox,Christmas Songs 2022,Silent Night,1.0,False,0.171,0.124,7,-13.758,1,0.0364,0.781,0.0,0.0929,0.0717,77.914,songwriter,3.7173333333333334,Media,Muy baja
Annie Lennox,Christmas Best Hits 2022,Angels From The Realms of Glory,0.0,False,0.523,0.322,0,-8.957,1,0.0285,0.535,0.0,0.132,0.3,126.002,songwriter,4.002433333333333,Larga,Muy baja
Annie Lennox,Christmas Dinner 2022,Silent Night,0.0,False,0.171,0.124,7,-13.758,1,0.0364,0.781,0.0,0.0929,0.0717,77.914,songwriter,3.7173333333333334,Media,Muy baja
Annie Lennox,Christmas Vibes But Not Christmas Songs,In The Bleak Midwinter,0.0,False,0.322,0.189,0,-13.902,1,0.0331,0.774,0.0,0.108,0.158,141.791,songwriter,3.514,Media,Muy baja
Annie Lennox,Weihnachtslieder 2022,Angels From The Realms of Glory,0.0,False,0.523,0.322,0,-8.957,1,0.0285,0.535,0.0,0.132,0.3,126.002,songwriter,4.002433333333333,Larga,Muy baja
Lyn Lapid,In My Mind,In My Mind,73.0,False,0.668,0.392,2,-12.178,0,0.0585,0.789,0.00275,0.345,0.323,135.936,songwriter,2.713233333333333,Media,Alta
AnnenMayKantereit;Giant Rooks,Tom's Diner,Tom's Diner,78.0,False,0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,songwriter,4.488883333333333,Larga,Alta
Harish Budhwani,Saari Umar,Saari Umar,44.0,False,0.576,0.236,7,-11.467,1,0.0375,0.281,0.0,0.112,0.415,124.877,songwriter,4.570666666666667,Larga,Media
George Ezra,Wanted on Voyage (Expanded Edition),Budapest,79.0,False,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,songwriter,3.34555,Media,Alta
Suzonn,Humse Khafa,Humse Khafa,44.0,False,0.493,0.336,10,-9.053,1,0.0265,0.794,0.0057,0.0984,0.378,140.056,songwriter,4.015233333333334,Larga,Media
Raghav Chaitanya,Lamhe,Lamhe,44.0,False,0.374,0.255,5,-14.045,1,0.0345,0.804,0.0,0.105,0.41,98.231,songwriter,3.325,Media,Media
Hayd,Changes - EP,Changes,69.0,False,0.624,0.115,6,-17.139,1,0.0446,0.941,3.47e-05,0.11,0.287,120.198,songwriter,3.580233333333333,Media,Alta
Anupam Roy,Hemlock Society,Ekhon Onek Raat,48.0,False,0.727,0.564,9,-9.797,1,0.0567,0.707,0.0,0.104,0.616,97.008,songwriter,3.7662666666666667,Media,Media
Stephen Sanchez,"What Was, Not Now",The Pool,60.0,False,0.438,0.527,3,-7.414,1,0.0263,0.899,0.000419,0.131,0.403,93.992,songwriter,4.863766666666667,Larga,Media
Hayd,Changes - EP,Closure,65.0,False,0.692,0.107,2,-16.182,1,0.0463,0.967,0.0,0.302,0.377,123.999,songwriter,3.2712833333333333,Media,Alta
Zevia,we're all sad here,"life, i'm over you",64.0,False,0.495,0.322,11,-12.277,1,0.1575875,0.834,0.0,0.105,0.17,78.677,songwriter,3.391166666666667,Media,Alta
Osho Jain;Sanchi,Saar,Tu Aisa Kaise Hai,45.0,False,0.696,0.335,2,-10.913,1,0.0305,0.894,0.000372,0.0822,0.455,111.983,songwriter,3.6216833333333334,Media,Media
Vismay Patel,Behne Do,Behne Do,45.0,False,0.676,0.385,8,-13.063,1,0.0595,0.775,0.0,0.359,0.413,100.034,songwriter,3.0,Media,Media
Ashwin Adwani,Parchaiyon Mein,Parchaiyon Mein,44.0,False,0.678,0.518,6,-7.79,1,0.0352,0.463,0.0,0.088,0.784,88.003,songwriter,3.3068166666666667,Media,Media
Arijit Anand,Musafir,Musafir,44.0,False,0.571,0.13,4,-14.136,1,0.0356,0.844,0.0,0.0833,0.385,131.568,songwriter,4.067783333333334,Larga,Media
John Mayer,The Search for Everything,You're Gonna Live Forever in Me,74.0,False,0.542,0.131,7,-14.104,1,0.0316,0.983,0.00544,0.156,0.319,136.161,songwriter,3.1668833333333333,Media,Alta
Billy Joel,The Stranger (Legacy Edition),Vienna,78.0,False,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,songwriter,3.570666666666667,Media,Alta
Anson Seabra,Keep Your Head Up Princess,Keep Your Head Up Princess,66.0,False,0.689,0.143,6,-17.374,1,0.1575875,0.97,0.0,0.109,0.528,85.398,songwriter,3.3036666666666665,Media,Alta
